Card Family,Parallel,Seq.
All-America Game Autographs,Base,199
2015 AFL Fall Stars,Blue,150
2015 AFL Fall Stars,Gold,50
2015 AFL Fall Stars,Orange,25
2015 AFL Fall Stars,Superfractor,1
2015 AFL Fall Stars Autograph Relics,Base,199
2015 AFL Fall Stars Autograph Relics,Superfractor,1
2015 AFL Fall Stars Autographs,Base,199
2015 AFL Fall Stars Autographs,Gold,50
2015 AFL Fall Stars Autographs,Superfractor,1
2015 AFL Fall Stars Relics,Base,99
2015 AFL Fall Stars Relics,Orange,25
2015 AFL Fall Stars Relics,Superfractor,1
Chrome Rookie Autographs,Blue,150
Chrome Rookie Autographs,Gold,50
Chrome Rookie Autographs,Green,99
Chrome Rookie Autographs,Orange,25
Chrome Rookie Autographs,Printing Plates Black,1
Chrome Rookie Autographs,Printing Plates Cyan,1
Chrome Rookie Autographs,Printing Plates Magenta,1
Chrome Rookie Autographs,Printing Plates Yellow,1
Chrome Rookie Autographs,Red,5
Chrome Rookie Autographs,Refractor,499
Chrome Rookie Autographs,Superfractor,1
Out Of The Gate,Blue,150
Out Of The Gate,Gold,50
Out Of The Gate,Orange,25
Out Of The Gate,Superfractor,1
Prime Position Autographs,Gold,50
Prime Position Autographs,Green,99
Prime Position Autographs,Orange,25
Prime Position Autographs,Superfractor,1
Chrome Prospect Autographs,Blue,150
Chrome Prospect Autographs,Gold,50
Chrome Prospect Autographs,Green,99
Chrome Prospect Autographs,Orange,25
Chrome Prospect Autographs,Orange Shimmer,10
Chrome Prospect Autographs,Printing Plates Black,1
Chrome Prospect Autographs,Printing Plates Cyan,1
Chrome Prospect Autographs,Printing Plates Magenta,1
Chrome Prospect Autographs,Printing Plates Yellow,1
Chrome Prospect Autographs,Purple,250
Chrome Prospect Autographs,Red,5
Chrome Prospect Autographs,Red Shimmer,10
Chrome Prospect Autographs,Refractor,499
Chrome Prospect Autographs,Superfractor,1
Chrome Prospects,Black and Gold,
Chrome Prospects,Blue,150
Chrome Prospects,Blue Shimmer,
Chrome Prospects,Gold,50
Chrome Prospects,Green,99
Chrome Prospects,Orange,25
Chrome Prospects,Orange Shimmer,
Chrome Prospects,Printing Plates Black,1
Chrome Prospects,Printing Plates Cyan,1
Chrome Prospects,Printing Plates Magenta,1
Chrome Prospects,Printing Plates Yellow,1
Chrome Prospects,Purple,250
Chrome Prospects,Red,5
Chrome Prospects,Refractor,499
Chrome Prospects,Superfractor,1
Refractors That Never Were Autographs,Superfractor,1
Refractors That Never Were,Orange,25
Refractors That Never Were,Superfractor,1
Bowman Scouts Top 100 Updates Autographs,Base,199
Bowman Scouts Top 100 Updates Autographs,Gold,50
Bowman Scouts Top 100 Updates Autographs,Superfractor,1
Bowman Scouts Top 100 Updates,Blue,150
Bowman Scouts Top 100 Updates,Gold,50
Bowman Scouts Top 100 Updates,Orange,25
Bowman Scouts Top 100 Updates,Superfractor,1
Base,Blue,150
Base,Gold,50
Base,Green,99
Base,Orange,25
Base,Printing Plates Black,1
Base,Printing Plates Cyan,1
Base,Printing Plates Magenta,1
Base,Printing Plates Yellow,1
Base,Purple,250
Base,Red,5
Base,Refractor,499
Base,Superfractor,1